feedback_id,submitted_at,channel,region,plan,severity,text,audited_requirement_id
FB-0268,2026-04-16,app_store,JP,student,1,I want a high fidelity lossless quality option.,
FB-0269,2026-04-13,support_chat,US,student,3,Can we get bit-perfect lossless playback?,
FB-0270,2026-05-14,support_chat,JP,student,2,I would pay for higher quality lossless audio. This is important enough to keep me subscribed.,
FB-0271,2026-02-07,app_store,BR,student,4,Please add true lossless audio for premium headphones. This would make the app much more useful.,
FB-0272,2026-08-26,app_store,IN,duo,1,Can we get bit-perfect lossless playback?,
FB-0273,2026-02-24,in_app,TH,free,4,Please add true lossless audio for premium headphones. Please prioritize this.,
FB-0274,2026-02-23,community,PH,student,3,Please add true lossless audio for premium headphones.,REQ-304
FB-0275,2026-05-01,app_store,MX,family,3,I want a high fidelity lossless quality option. Please prioritize this.,
FB-0276,2026-07-12,support_chat,MY,free,1,Can we get bit-perfect lossless playback?,
FB-0277,2026-02-24,community,TH,student,1,I want a high fidelity lossless quality option.,REQ-304
FB-0278,2026-07-02,email,MX,individual,3,Please add true lossless audio for premium headphones. This has been missing for a long time.,REQ-304
FB-0279,2026-04-23,community,TH,free,1,Can we get bit-perfect lossless playback? This would make the app much more useful.,
FB-0280,2026-01-05,support_chat,MY,duo,1,I want a high fidelity lossless quality option.,
FB-0281,2026-05-04,support_chat,SG,duo,3,Can we get bit-perfect lossless playback? This has been missing for a long time.,
FB-0282,2026-07-03,in_app,MX,family,2,Please add true lossless audio for premium headphones. Please prioritize this.,
FB-0283,2026-08-24,community,GB,individual,2,Can we get bit-perfect lossless playback? Please prioritize this.,
FB-0284,2026-01-17,app_store,DE,duo,2,I would pay for higher quality lossless audio. I keep running into this problem.,
FB-0285,2026-02-22,support_chat,GB,student,3,Please add true lossless audio for premium headphones. This would make the app much more useful.,
FB-0286,2026-08-09,support_chat,TH,free,3,Please add true lossless audio for premium headphones. This would make the app much more useful.,
FB-0287,2026-01-04,support_chat,ID,duo,2,Please add true lossless audio for premium headphones.,
FB-0288,2026-02-19,support_chat,DE,individual,3,Can we get bit-perfect lossless playback?,REQ-304
FB-0289,2026-07-20,community,MX,student,1,Premium should include lossless music.,
FB-0290,2026-06-28,app_store,TH,student,2,I would pay for higher quality lossless audio. Please prioritize this.,REQ-304
FB-0291,2026-05-16,in_app,BR,student,1,Premium should include lossless music. Please prioritize this.,
FB-0292,2026-01-01,support_chat,ID,free,2,I would pay for higher quality lossless audio.,
FB-0293,2026-05-24,community,BR,family,3,I would pay for higher quality lossless audio. Please prioritize this.,REQ-304
FB-0294,2026-07-13,support_chat,IN,family,2,Please add true lossless audio for premium headphones. This is important enough to keep me subscribed.,REQ-304
FB-0295,2026-07-08,app_store,US,duo,2,I would pay for higher quality lossless audio.,
FB-0296,2026-03-10,in_app,MY,duo,2,I want a high fidelity lossless quality option.,
FB-0297,2026-04-18,app_store,TH,free,2,Premium should include lossless music. This is important enough to keep me subscribed.,REQ-304
FB-0298,2026-07-09,in_app,GB,free,1,Can we get bit-perfect lossless playback? This has been missing for a long time.,
FB-0299,2026-05-01,community,PH,family,3,Please add true lossless audio for premium headphones. This would make the app much more useful.,REQ-304
FB-0300,2026-01-27,support_chat,SG,duo,2,Can we get bit-perfect lossless playback? I keep running into this problem.,
FB-0301,2026-04-12,email,US,individual,1,Please add true lossless audio for premium headphones. I would use this immediately.,
FB-0302,2026-06-07,community,PH,free,2,Premium should include lossless music. This would make the app much more useful.,
FB-0303,2026-04-11,email,BR,family,1,I want a high fidelity lossless quality option. This would make the app much more useful.,REQ-304
FB-0304,2026-04-28,community,PH,duo,2,I want a high fidelity lossless quality option. Please prioritize this.,
FB-0305,2026-06-11,community,IN,duo,2,Can we get bit-perfect lossless playback?,REQ-304
FB-0306,2026-06-11,in_app,GB,free,1,Please add true lossless audio for premium headphones. I would use this immediately.,REQ-304
FB-0307,2026-07-21,app_store,TH,free,2,Please add true lossless audio for premium headphones. This is important enough to keep me subscribed.,
FB-0308,2026-07-20,community,GB,student,3,I want a high fidelity lossless quality option. Please prioritize this.,
FB-0309,2026-06-26,community,TH,family,1,I want a high fidelity lossless quality option. This would make the app much more useful.,
FB-0310,2026-02-07,email,PH,duo,2,Please add true lossless audio for premium headphones.,
FB-0311,2026-03-07,email,SG,individual,2,I would pay for higher quality lossless audio. I keep running into this problem.,REQ-304
FB-0312,2026-01-23,community,MX,free,2,Premium should include lossless music. This has been missing for a long time.,
FB-0313,2026-03-22,support_chat,SG,individual,2,I would pay for higher quality lossless audio. This has been missing for a long time.,REQ-304
FB-0314,2026-03-26,community,BR,family,3,I want a high fidelity lossless quality option. This is important enough to keep me subscribed.,
FB-0315,2026-06-03,support_chat,PH,family,3,Can we get bit-perfect lossless playback?,REQ-304
FB-0316,2026-07-27,in_app,IN,family,2,Please add true lossless audio for premium headphones. I would use this immediately.,REQ-304
FB-0317,2026-05-20,support_chat,JP,free,1,Premium should include lossless music. This has been missing for a long time.,
FB-0318,2026-01-14,support_chat,SG,free,2,I would pay for higher quality lossless audio.,
FB-0319,2026-01-04,app_store,BR,student,2,Please add true lossless audio for premium headphones. This would make the app much more useful.,
FB-0320,2026-07-12,support_chat,ID,student,3,Please add true lossless audio for premium headphones. This is important enough to keep me subscribed.,
FB-0321,2026-02-12,community,BR,family,3,Please make lyrics easier to read with high contrast and larger text. Please prioritize this.,
FB-0322,2026-08-28,in_app,BR,free,3,My screen reader cannot identify the lyric controls properly. Please prioritize this.,
FB-0323,2026-04-07,email,JP,duo,5,The lyric text is too small and my screen reader misses some controls.,REQ-305
FB-0324,2026-05-09,app_store,JP,duo,2,My screen reader cannot identify the lyric controls properly. This has been missing for a long time.,
FB-0325,2026-08-12,community,DE,family,2,Please make lyrics easier to read with high contrast and larger text.,
FB-0326,2026-04-10,app_store,MX,duo,5,Please make lyrics easier to read with high contrast and larger text. This has been missing for a long time.,REQ-305
FB-0327,2026-06-10,app_store,BR,duo,3,Please make lyrics easier to read with high contrast and larger text.,
FB-0328,2026-02-28,community,DE,family,4,My screen reader cannot identify the lyric controls properly. I keep running into this problem.,
FB-0329,2026-04-21,community,PH,family,4,Keyboard navigation in the lyric panel is difficult. Please prioritize this.,
FB-0330,2026-04-15,support_chat,MY,family,4,Keyboard navigation in the lyric panel is difficult. This is important enough to keep me subscribed.,
FB-0331,2026-04-22,app_store,ID,individual,4,My screen reader cannot identify the lyric controls properly. I keep running into this problem.,
FB-0332,2026-07-27,email,MY,student,2,Please make lyrics easier to read with high contrast and larger text. I would use this immediately.,REQ-305
FB-0333,2026-01-23,in_app,MX,individual,1,Accessible lyrics with larger text would make the app usable for me.,
FB-0334,2026-08-21,support_chat,IN,family,4,Keyboard navigation in the lyric panel is difficult.,
FB-0335,2026-01-02,app_store,US,duo,3,Accessible lyrics with larger text would make the app usable for me.,
FB-0336,2026-02-01,support_chat,GB,family,1,The lyric text is too small and my screen reader misses some controls. I would use this immediately.,
FB-0337,2026-05-01,email,TH,family,4,Please make lyrics easier to read with high contrast and larger text. This is important enough to keep me subscribed.,REQ-305
FB-0338,2026-05-25,in_app,GB,student,4,Please make lyrics easier to read with high contrast and larger text. Please prioritize this.,
FB-0339,2026-06-23,in_app,JP,free,3,My screen reader cannot identify the lyric controls properly. This would make the app much more useful.,
FB-0340,2026-04-05,app_store,MX,family,5,The lyric text is too small and my screen reader misses some controls.,REQ-305
FB-0341,2026-04-24,support_chat,TH,family,2,Keyboard navigation in the lyric panel is difficult. I keep running into this problem.,
FB-0342,2026-08-18,support_chat,ID,individual,3,Accessible lyrics with larger text would make the app usable for me.,REQ-305
FB-0343,2026-06-07,app_store,DE,duo,2,My screen reader cannot identify the lyric controls properly.,
FB-0344,2026-06-28,email,GB,free,3,The lyric text is too small and my screen reader misses some controls. This is important enough to keep me subscribed.,REQ-305
FB-0345,2026-03-08,email,US,family,4,The lyric text is too small and my screen reader misses some controls.,
FB-0346,2026-02-04,community,ID,free,3,My screen reader cannot identify the lyric controls properly. I keep running into this problem.,
FB-0347,2026-08-20,email,BR,student,4,My screen reader cannot identify the lyric controls properly.,
FB-0348,2026-06-04,in_app,US,student,2,The lyric text is too small and my screen reader misses some controls.,
FB-0349,2026-03-27,email,SG,student,3,Keyboard navigation in the lyric panel is difficult. This is important enough to keep me subscribed.,
FB-0350,2026-01-02,email,US,family,4,Accessible lyrics with larger text would make the app usable for me.,
FB-0351,2026-01-28,email,IN,family,4,Please make lyrics easier to read with high contrast and larger text. This would make the app much more useful.,REQ-305
FB-0352,2026-01-18,in_app,SG,free,3,The lyric text is too small and my screen reader misses some controls. This would make the app much more useful.,
FB-0353,2026-06-05,support_chat,MX,student,4,My screen reader cannot identify the lyric controls properly. Please prioritize this.,REQ-305
FB-0354,2026-06-15,app_store,MX,individual,3,Please make lyrics easier to read with high contrast and larger text.,
FB-0355,2026-03-23,email,US,duo,4,Keyboard navigation in the lyric panel is difficult. This is important enough to keep me subscribed.,
FB-0356,2026-02-03,email,US,student,3,Accessible lyrics with larger text would make the app usable for me. This is important enough to keep me subscribed.,
FB-0357,2026-02-22,community,IN,duo,3,Please make lyrics easier to read with high contrast and larger text.,
FB-0358,2026-02-13,app_store,PH,individual,2,Keyboard navigation in the lyric panel is difficult.,
FB-0359,2026-04-17,app_store,MX,duo,3,My screen reader cannot identify the lyric controls properly. This would make the app much more useful.,
FB-0360,2026-05-02,app_store,SG,family,3,Please make lyrics easier to read with high contrast and larger text. I keep running into this problem.,
FB-0361,2026-01-17,email,SG,free,2,Accessible lyrics with larger text would make the app usable for me.,
FB-0362,2026-02-01,email,ID,student,4,My screen reader cannot identify the lyric controls properly. This is important enough to keep me subscribed.,REQ-305
FB-0363,2026-01-26,support_chat,ID,duo,4,Accessible lyrics with larger text would make the app usable for me. I keep running into this problem.,
FB-0364,2026-05-28,app_store,MY,student,3,My screen reader cannot identify the lyric controls properly. I keep running into this problem.,REQ-305
FB-0365,2026-07-09,community,ID,duo,4,Please make lyrics easier to read with high contrast and larger text. I would use this immediately.,
FB-0366,2026-08-02,app_store,MY,family,1,Keyboard navigation in the lyric panel is difficult. This would make the app much more useful.,
FB-0367,2026-05-28,email,IN,family,5,The lyric text is too small and my screen reader misses some controls.,
FB-0368,2026-04-05,app_store,SG,duo,3,The lyric text is too small and my screen reader misses some controls. Please prioritize this.,
FB-0369,2026-02-17,support_chat,PH,student,3,My screen reader cannot identify the lyric controls properly. This would make the app much more useful.,
FB-0370,2026-01-24,in_app,BR,free,2,My screen reader cannot identify the lyric controls properly. This would make the app much more useful.,
FB-0371,2026-08-18,app_store,TH,individual,2,My screen reader cannot identify the lyric controls properly.,
FB-0372,2026-02-05,support_chat,US,free,4,Keyboard navigation in the lyric panel is difficult. I keep running into this problem.,REQ-305
FB-0373,2026-01-16,in_app,PH,student,3,I want the AI DJ to understand whether I am studying or working out. This would make the app much more useful.,
FB-0374,2026-01-16,in_app,PH,duo,3,I want the AI DJ to understand whether I am studying or working out.,
FB-0375,2026-03-16,email,JP,student,2,Could the DJ build a focus mix based on my current listening context? This has been missing for a long time.,
FB-0376,2026-03-26,email,GB,duo,2,Could the DJ build a focus mix based on my current listening context? I keep running into this problem.,
FB-0377,2026-07-01,in_app,BR,student,1,I want a smart DJ that changes the mix based on what I am doing. This has been missing for a long time.,
FB-0378,2026-05-18,support_chat,DE,individual,1,Please make the DJ adapt to workout and focus sessions. Please prioritize this.,
FB-0379,2026-04-03,in_app,DE,student,2,I want the AI DJ to understand whether I am studying or working out. I keep running into this problem.,
FB-0380,2026-05-11,app_store,US,family,2,I want the AI DJ to understand whether I am studying or working out. I would use this immediately.,
FB-0381,2026-03-04,email,MX,student,2,I want the AI DJ to understand whether I am studying or working out. I would use this immediately.,
FB-0382,2026-03-23,in_app,SG,free,1,Please make the DJ adapt to workout and focus sessions.,
FB-0383,2026-02-05,in_app,TH,individual,4,An AI DJ for commuting would be useful.,
FB-0384,2026-01-27,email,US,duo,3,I want the AI DJ to understand whether I am studying or working out. This would make the app much more useful.,REQ-306
FB-0385,2026-05-13,community,BR,free,2,Please make the DJ adapt to workout and focus sessions. This is important enough to keep me subscribed.,
FB-0386,2026-05-11,app_store,IN,individual,2,I want the AI DJ to understand whether I am studying or working out.,
FB-0387,2026-08-11,support_chat,JP,family,2,I want a smart DJ that changes the mix based on what I am doing. Please prioritize this.,
FB-0388,2026-07-14,support_chat,MX,family,3,Please make the DJ adapt to workout and focus sessions. I would use this immediately.,REQ-306
FB-0389,2026-02-19,email,BR,free,3,Could the DJ build a focus mix based on my current listening context? This has been missing for a long time.,
FB-0390,2026-08-27,support_chat,BR,individual,2,I want the AI DJ to understand whether I am studying or working out. This is important enough to keep me subscribed.,REQ-306
FB-0391,2026-04-28,support_chat,MX,student,2,I want the AI DJ to understand whether I am studying or working out. Please prioritize this.,
FB-0392,2026-02-13,app_store,MX,individual,1,An AI DJ for commuting would be useful. I would use this immediately.,
FB-0393,2026-06-26,app_store,MY,family,2,Please make the DJ adapt to workout and focus sessions. This has been missing for a long time.,
FB-0394,2026-07-05,app_store,GB,student,2,Could the DJ build a focus mix based on my current listening context? I would use this immediately.,
FB-0395,2026-05-12,email,MY,individual,2,An AI DJ for commuting would be useful. I keep running into this problem.,
FB-0396,2026-08-08,in_app,MX,family,3,Could the DJ build a focus mix based on my current listening context? This would make the app much more useful.,
FB-0397,2026-03-15,app_store,MX,individual,1,I want a smart DJ that changes the mix based on what I am doing. Please prioritize this.,REQ-306
FB-0398,2026-05-12,email,JP,duo,2,Could the DJ build a focus mix based on my current listening context? This has been missing for a long time.,
FB-0399,2026-07-27,community,SG,student,3,I want the AI DJ to understand whether I am studying or working out. Please prioritize this.,
FB-0400,2026-07-19,app_store,SG,family,2,I want the AI DJ to understand whether I am studying or working out.,
FB-0401,2026-03-06,support_chat,PH,duo,1,I want the AI DJ to understand whether I am studying or working out. This would make the app much more useful.,
FB-0402,2026-07-14,app_store,JP,family,2,An AI DJ for commuting would be useful.,
FB-0403,2026-07-05,app_store,BR,individual,2,I want the AI DJ to understand whether I am studying or working out. This is important enough to keep me subscribed.,
FB-0404,2026-05-21,community,ID,individual,3,Please make the DJ adapt to workout and focus sessions. Please prioritize this.,
FB-0405,2026-07-15,in_app,JP,duo,2,I want a smart DJ that changes the mix based on what I am doing.,
FB-0406,2026-06-24,community,IN,student,2,I want a smart DJ that changes the mix based on what I am doing. I would use this immediately.,REQ-306
FB-0407,2026-07-09,support_chat,ID,free,1,An AI DJ for commuting would be useful. I keep running into this problem.,REQ-306
FB-0408,2026-03-10,support_chat,JP,family,2,An AI DJ for commuting would be useful. This would make the app much more useful.,
FB-0409,2026-07-19,community,US,student,4,An AI DJ for commuting would be useful. This is important enough to keep me subscribed.,
FB-0410,2026-07-06,app_store,MY,individual,2,I want a smart DJ that changes the mix based on what I am doing.,REQ-306
FB-0411,2026-05-20,in_app,MY,free,1,I want a smart DJ that changes the mix based on what I am doing. This has been missing for a long time.,REQ-306
FB-0412,2026-08-08,email,MY,family,2,Could the DJ build a focus mix based on my current listening context? I would use this immediately.,
FB-0413,2026-06-15,in_app,US,family,3,Could the DJ build a focus mix based on my current listening context? This has been missing for a long time.,
FB-0414,2026-02-18,app_store,PH,student,2,I want the AI DJ to understand whether I am studying or working out. I would use this immediately.,REQ-306
FB-0415,2026-07-20,app_store,BR,student,2,I want the AI DJ to understand whether I am studying or working out. I keep running into this problem.,
FB-0416,2026-02-05,email,JP,duo,1,I want the AI DJ to understand whether I am studying or working out. Please prioritize this.,REQ-306
FB-0417,2026-02-22,app_store,BR,free,4,Could the DJ build a focus mix based on my current listening context? I keep running into this problem.,REQ-306
FB-0418,2026-04-14,support_chat,US,free,1,An AI DJ for commuting would be useful.,
FB-0419,2026-02-18,email,ID,duo,3,I want the AI DJ to understand whether I am studying or working out.,
FB-0420,2026-06-16,support_chat,MY,student,1,Could the DJ build a focus mix based on my current listening context? This would make the app much more useful.,
FB-0421,2026-06-07,support_chat,TH,duo,2,An AI DJ for commuting would be useful.,REQ-306
FB-0422,2026-03-24,support_chat,MX,duo,2,Please make the DJ adapt to workout and focus sessions. This is important enough to keep me subscribed.,
FB-0423,2026-02-17,email,GB,family,2,I want a smart DJ that changes the mix based on what I am doing. This would make the app much more useful.,
FB-0424,2026-08-12,support_chat,IN,free,1,I want the AI DJ to understand whether I am studying or working out.,
FB-0425,2026-05-26,community,TH,free,3,I want a smart DJ that changes the mix based on what I am doing. This is important enough to keep me subscribed.,
FB-0426,2026-06-16,in_app,MY,free,2,I want a smart DJ that changes the mix based on what I am doing. This has been missing for a long time.,
FB-0427,2026-04-04,support_chat,DE,individual,2,An AI DJ for commuting would be useful. I keep running into this problem.,
FB-0428,2026-02-12,app_store,PH,free,1,I want a smart DJ that changes the mix based on what I am doing.,REQ-306
FB-0429,2026-07-01,email,ID,duo,1,I want the AI DJ to understand whether I am studying or working out. This has been missing for a long time.,
FB-0430,2026-05-16,community,US,free,2,I want the AI DJ to understand whether I am studying or working out. This would make the app much more useful.,REQ-306
FB-0431,2026-04-25,community,ID,free,2,I want the AI DJ to understand whether I am studying or working out.,REQ-306
FB-0432,2026-08-17,community,US,duo,2,Please make the DJ adapt to workout and focus sessions. I keep running into this problem.,
FB-0433,2026-07-25,in_app,TH,student,2,I want a smart DJ that changes the mix based on what I am doing. This would make the app much more useful.,REQ-306
FB-0434,2026-06-19,app_store,ID,duo,2,I want the AI DJ to understand whether I am studying or working out. This is important enough to keep me subscribed.,REQ-306
FB-0435,2026-04-07,in_app,PH,family,2,Please make the DJ adapt to workout and focus sessions. I keep running into this problem.,
FB-0436,2026-03-07,community,DE,individual,3,An AI DJ for commuting would be useful.,
FB-0437,2026-04-14,community,MY,student,3,Please make the DJ adapt to workout and focus sessions.,
FB-0438,2026-05-17,community,BR,family,3,Please make the DJ adapt to workout and focus sessions. This has been missing for a long time.,
FB-0439,2026-06-19,community,MY,individual,2,I want the AI DJ to understand whether I am studying or working out.,REQ-306
FB-0440,2026-08-06,email,GB,duo,2,I want the AI DJ to understand whether I am studying or working out. I would use this immediately.,
FB-0441,2026-08-24,app_store,DE,individual,2,I want a smart DJ that changes the mix based on what I am doing.,
FB-0442,2026-06-27,support_chat,BR,free,3,An AI DJ for commuting would be useful. I would use this immediately.,
FB-0443,2026-05-14,support_chat,DE,family,1,Please surface nearby gigs based on what I listen to. I keep running into this problem.,
FB-0444,2026-04-22,app_store,DE,duo,1,I want local concert recommendations in the app. This is important enough to keep me subscribed.,
FB-0445,2026-07-18,community,MX,individual,2,Show live events for artists in my library.,
FB-0446,2026-04-05,email,JP,student,1,Concert discovery would stop me missing shows. This has been missing for a long time.,
FB-0447,2026-03-18,email,ID,duo,2,Show live events for artists in my library.,
FB-0448,2026-02-27,support_chat,DE,family,3,Tell me when artists I follow are playing concerts near me.,REQ-307
FB-0449,2026-01-06,email,IN,student,2,Tell me when artists I follow are playing concerts near me. This is important enough to keep me subscribed.,
FB-0450,2026-07-01,email,MX,family,1,Show live events for artists in my library. This is important enough to keep me subscribed.,
FB-0451,2026-02-27,email,MX,free,2,Tell me when artists I follow are playing concerts near me. Please prioritize this.,
FB-0452,2026-08-13,support_chat,MX,student,2,I want local concert recommendations in the app. I keep running into this problem.,
FB-0453,2026-08-10,support_chat,PH,student,1,Please surface nearby gigs based on what I listen to. Please prioritize this.,
FB-0454,2026-05-02,email,TH,student,1,I want local concert recommendations in the app. Please prioritize this.,REQ-307
FB-0455,2026-03-20,email,MY,family,1,Tell me when artists I follow are playing concerts near me.,
FB-0456,2026-07-14,app_store,DE,duo,1,Please surface nearby gigs based on what I listen to. Please prioritize this.,
FB-0457,2026-06-15,in_app,TH,free,1,Please surface nearby gigs based on what I listen to. Please prioritize this.,REQ-307
FB-0458,2026-01-17,community,MX,family,3,Tell me when artists I follow are playing concerts near me.,REQ-307
FB-0459,2026-04-04,email,DE,duo,3,Show live events for artists in my library. This has been missing for a long time.,REQ-307
FB-0460,2026-04-21,support_chat,SG,student,1,Tell me when artists I follow are playing concerts near me. I would use this immediately.,
FB-0461,2026-08-23,community,MX,family,2,Concert discovery would stop me missing shows. Please prioritize this.,
FB-0462,2026-03-06,email,MY,free,2,Please surface nearby gigs based on what I listen to. I keep running into this problem.,REQ-307
FB-0463,2026-04-04,email,DE,student,2,I want local concert recommendations in the app. I keep running into this problem.,
FB-0464,2026-08-24,app_store,DE,student,2,Concert discovery would stop me missing shows. Please prioritize this.,
FB-0465,2026-03-16,app_store,US,family,3,I want local concert recommendations in the app. I keep running into this problem.,REQ-307
FB-0466,2026-07-15,app_store,JP,free,1,Tell me when artists I follow are playing concerts near me. This has been missing for a long time.,
FB-0467,2026-07-07,community,DE,family,3,Show live events for artists in my library.,
FB-0468,2026-08-18,support_chat,BR,family,2,Tell me when artists I follow are playing concerts near me.,
FB-0469,2026-03-16,community,JP,individual,2,Tell me when artists I follow are playing concerts near me.,
FB-0470,2026-06-05,in_app,IN,duo,4,Concert discovery would stop me missing shows. I would use this immediately.,
FB-0471,2026-05-21,in_app,BR,family,3,Tell me when artists I follow are playing concerts near me. This is important enough to keep me subscribed.,
FB-0472,2026-04-23,app_store,DE,individual,2,Tell me when artists I follow are playing concerts near me. Please prioritize this.,
FB-0473,2026-04-04,in_app,TH,individual,2,I want local concert recommendations in the app. I would use this immediately.,
FB-0474,2026-08-07,app_store,GB,individual,2,Show live events for artists in my library.,
FB-0475,2026-05-07,app_store,TH,individual,3,Tell me when artists I follow are playing concerts near me. Please prioritize this.,
FB-0476,2026-02-14,community,GB,duo,2,Show live events for artists in my library.,
FB-0477,2026-05-05,email,PH,free,3,Tell me when artists I follow are playing concerts near me.,
FB-0478,2026-05-08,email,MX,student,3,Show live events for artists in my library. I keep running into this problem.,REQ-307
FB-0479,2026-07-26,support_chat,ID,free,2,Concert discovery would stop me missing shows. This would make the app much more useful.,
FB-0480,2026-08-10,email,ID,free,2,Tell me when artists I follow are playing concerts near me. I keep running into this problem.,
FB-0481,2026-05-07,community,PH,student,3,Concert discovery would stop me missing shows.,REQ-307
FB-0482,2026-02-03,email,ID,student,3,Please surface nearby gigs based on what I listen to. This would make the app much more useful.,
FB-0483,2026-07-04,email,JP,duo,4,Please surface nearby gigs based on what I listen to.,
FB-0484,2026-03-10,support_chat,PH,individual,2,I want local concert recommendations in the app.,
FB-0485,2026-05-24,in_app,TH,duo,1,I want local concert recommendations in the app. Please prioritize this.,
FB-0486,2026-03-24,support_chat,SG,free,1,Tell me when artists I follow are playing concerts near me. This is important enough to keep me subscribed.,
FB-0487,2026-03-19,email,MY,student,3,Tell me when artists I follow are playing concerts near me.,
FB-0488,2026-01-13,community,MX,family,3,Please surface nearby gigs based on what I listen to. I keep running into this problem.,REQ-307
FB-0489,2026-03-06,support_chat,TH,free,3,Tell me when artists I follow are playing concerts near me. This is important enough to keep me subscribed.,
FB-0490,2026-04-20,app_store,MX,student,1,Tell me when artists I follow are playing concerts near me. Please prioritize this.,
FB-0491,2026-03-11,app_store,DE,duo,2,Tell me when artists I follow are playing concerts near me. This would make the app much more useful.,REQ-307
FB-0492,2026-02-13,in_app,TH,student,2,Show live events for artists in my library. This has been missing for a long time.,
FB-0493,2026-03-05,email,PH,individual,1,I want local concert recommendations in the app. Please prioritize this.,
FB-0494,2026-07-23,app_store,PH,individual,2,Tell me when artists I follow are playing concerts near me. This is important enough to keep me subscribed.,
FB-0495,2026-06-24,email,US,free,3,Tell me when artists I follow are playing concerts near me.,
FB-0496,2026-05-25,support_chat,IN,duo,3,Tell me when artists I follow are playing concerts near me. This has been missing for a long time.,
FB-0497,2026-04-13,in_app,US,individual,1,Tell me when artists I follow are playing concerts near me. I would use this immediately.,REQ-307
FB-0498,2026-05-08,support_chat,TH,free,2,Show live events for artists in my library. This has been missing for a long time.,
FB-0499,2026-05-16,support_chat,SG,free,3,Tell me when artists I follow are playing concerts near me. Please prioritize this.,
FB-0500,2026-04-16,app_store,TH,student,3,I want local concert recommendations in the app.,
FB-0501,2026-03-08,in_app,SG,duo,2,Concert discovery would stop me missing shows.,
FB-0502,2026-01-15,support_chat,MX,student,2,I want local concert recommendations in the app.,REQ-307
FB-0503,2026-05-01,in_app,BR,student,1,Show live events for artists in my library.,REQ-307
FB-0504,2026-06-15,community,SG,family,3,Show key moments and a short podcast summary. This is important enough to keep me subscribed.,
FB-0505,2026-02-04,community,PH,family,1,Please generate the key points from a two hour podcast.,
FB-0506,2026-08-22,in_app,MY,duo,2,Please generate the key points from a two hour podcast. I would use this immediately.,
FB-0507,2026-03-04,app_store,SG,individual,3,An AI summary would help me decide which podcast episodes are worth my time.,
FB-0508,2026-02-20,email,GB,student,3,I want a quick summary before starting a long episode. This would make the app much more useful.,
FB-0509,2026-02-24,email,IN,family,2,Please generate the key points from a two hour podcast. Please prioritize this.,
FB-0510,2026-01-15,app_store,JP,family,1,Please generate the key points from a two hour podcast.,
FB-0511,2026-02-22,email,BR,student,3,Long podcasts need short summaries before I decide to listen. This is important enough to keep me subscribed.,
FB-0512,2026-03-23,in_app,BR,individual,2,An AI summary would help me decide which podcast episodes are worth my time. I would use this immediately.,
FB-0513,2026-08-25,in_app,SG,individual,3,Show key moments and a short podcast summary. Please prioritize this.,
FB-0514,2026-02-06,community,SG,individual,2,I want a quick summary before starting a long episode. I would use this immediately.,
FB-0515,2026-06-12,in_app,US,family,1,Show key moments and a short podcast summary. Please prioritize this.,REQ-308
FB-0516,2026-01-28,email,PH,family,3,Show key moments and a short podcast summary.,
FB-0517,2026-02-19,support_chat,JP,individual,1,Please generate the key points from a two hour podcast.,REQ-308
FB-0518,2026-06-03,app_store,BR,free,2,Show key moments and a short podcast summary. Please prioritize this.,
FB-0519,2026-03-05,community,ID,duo,1,Please generate the key points from a two hour podcast.,REQ-308
FB-0520,2026-03-09,app_store,GB,free,2,An AI summary would help me decide which podcast episodes are worth my time. Please prioritize this.,
FB-0521,2026-03-28,community,US,duo,4,I want a quick summary before starting a long episode. This is important enough to keep me subscribed.,
FB-0522,2026-07-27,email,ID,individual,1,I want a quick summary before starting a long episode.,REQ-308
FB-0523,2026-04-26,in_app,MX,family,2,Show key moments and a short podcast summary. Please prioritize this.,
FB-0524,2026-01-02,community,SG,student,3,I want a quick summary before starting a long episode. This is important enough to keep me subscribed.,
FB-0525,2026-05-02,app_store,US,student,2,Long podcasts need short summaries before I decide to listen.,
FB-0526,2026-06-14,email,JP,duo,3,An AI summary would help me decide which podcast episodes are worth my time. Please prioritize this.,
FB-0527,2026-03-09,in_app,MY,duo,2,An AI summary would help me decide which podcast episodes are worth my time. This is important enough to keep me subscribed.,
FB-0528,2026-05-07,in_app,GB,duo,3,Long podcasts need short summaries before I decide to listen. This is important enough to keep me subscribed.,
FB-0529,2026-01-25,support_chat,MY,individual,1,An AI summary would help me decide which podcast episodes are worth my time. This is important enough to keep me subscribed.,REQ-308
FB-0530,2026-01-19,in_app,MY,individual,3,An AI summary would help me decide which podcast episodes are worth my time. This would make the app much more useful.,
FB-0531,2026-07-21,app_store,BR,student,3,Show key moments and a short podcast summary. This has been missing for a long time.,
FB-0532,2026-06-10,support_chat,DE,family,3,I want a quick summary before starting a long episode. I would use this immediately.,
FB-0533,2026-01-21,email,IN,free,2,Please generate the key points from a two hour podcast. This would make the app much more useful.,
FB-0534,2026-05-08,in_app,PH,individual,2,Show key moments and a short podcast summary. Please prioritize this.,
FB-0535,2026-03-16,app_store,PH,duo,2,Show key moments and a short podcast summary. I would use this immediately.,
FB-0536,2026-06-16,app_store,JP,free,2,Show key moments and a short podcast summary. This would make the app much more useful.,
FB-0537,2026-01-05,app_store,US,duo,3,An AI summary would help me decide which podcast episodes are worth my time. This has been missing for a long time.,
FB-0538,2026-03-21,community,DE,duo,3,I want a quick summary before starting a long episode.,
